titles,lastest_Chap,types,views,follows,condition,discription,teasers,links 
Độc Bộ Tiêu Dao,Chapter 440,Tình trạng:Đang tiến hành,Bình luận:13K,Ngày cập nhật:5 giờ trước,Lượt xem:75M,"Quyến luyến hồng trần. Thần phật tham lam, ta đành phải bước lên đỉnh cao để .....",//st.nettruyenup.com/data/comics/26/doc-bo-tieu-dao.jpg,https://www.nettruyenup.com/truyen-tranh/doc-bo-tieu-dao-248580
Thất Nghiệp Chuyển Sinh - Làm Lại Hết Sức,Chapter 87,"Thể loại:Action, Adventure, Comedy, Fantasy, Harem, Manga, Mature, Romance, Seinen",Tình trạng:Đang tiến hành,Bình luận:9.706,Tác giả:Rifujin na Magonote - Fujikawa Yuka,"Đại khái là một thanh niên neet không trẻ mấy sau có cơ hội được làm lại cuộc đời và trong lốt một thằng nhóc, anh ấy bắt đầu xây dựng.... harem cho tương lai thằng nhóc đó (mà thằng nhóc đó chính là ảnh)",//st.nettruyenup.com/data/comics/52/that-nghiep-chuyen-sinh-lam-lai-het-suc.jpg,https://www.nettruyenup.com/truyen-tranh/that-nghiep-chuyen-sinh-lam-lai-het-suc-46601
Tenkaichi - Thiên Hạ Đệ Nhất Võ Sĩ Đại Hội,Chapter 25,Tác giả:Nakamaru Yosuke,Lượt xem:549K,Theo dõi:11K,Tình trạng:Đang tiến hành,"Một câu chuyện với một chuỗi lịch sử hoàn toàn lạ lẫm với lịch sử mà chúng ta đã và đang từng được biết.Oda Nobugana, sau khi hoàn thành đại nghiệp thống nhất thiên hạ, nay chỉ vì muốn nhìn thấy cảnh chém giết đổ máu, đã lập nên một giải đấu nhằm chọn ra người sẽ thay mình trị vì cả thiên hạ, ""TENKAICHI"". Để tham gia, những văn võ bá quan lẫn các trung thần đều sẽ chọn ra cho mình một võ sĩ đại diện, người mà họ cho rằng sẽ là thiên hạ đệ nhất võ sĩ tham gia thi đấu cho mình. Một đại hội đẫm máu và tàn khốc chưa từng có trong lịch sử Nhật Bản chính thức bắt đầu.",//st.nettruyenup.com/data/comics/35/tenkaichi-thien-ha-de-nhat-vo-si-dai-hoi-1158.jpg,https://www.nettruyenup.com/truyen-tranh/tenkaichi-thien-ha-de-nhat-vo-si-dai-hoi-420190
Sát thủ về vườn,Chapter 104,"Thể loại:Action, Comedy, Manga, Shounen, Slice of Life, Supernatural",Tình trạng:Đang tiến hành,Bình luận:3.897,Tác giả:Suzuki Yuuto,"Taro Sakamoto là sát thủ huyền thoại , được các nhân vật phản diện khiếp sợ và các sát thủ ngưỡng mộ. Nhưng một ngày ... anh đã yêu! Giải nghệ, kết hôn, làm cha và sau đó ... Sakamoto đã trở thành con lợn sề ! Anh chàng mũm mĩm điều hành cửa hàng hàng xóm thực sự là một cựu sát thủ huyền thoại giấu nghề ! Liệu anh ấy có thể bảo vệ gia đình mình khỏi nguy hiểm? Hãy sẵn sàng để trải nghiệm một bộ manga shounen hài hành động mới! được xuất bản hàng tuần trên Tạp chí Shounen",//st.nettruyenup.com/data/comics/227/sat-thu-ve-vuon.jpg,https://www.nettruyenup.com/truyen-tranh/sat-thu-ve-vuon-358110
Khô cốt hiệp sĩ,Chapter 140,"Thể loại:Action, Adventure, Comedy, Drama, Fantasy, Harem, Manhua, Shounen, Truyện Màu",Lượt xem:7.930K,Theo dõi:55K,Tình trạng:Đang tiến hành,"""Khiêm tốn! Chính trực! Lòng trắc ẩn! Dũng cảm! Công bằng! Đức hi sinh! Đáng kính! Trung thành!"" Hắn là Lich nhưng cũng là hiệp sĩ. Hắn là Lich nhưng chọn phục vụ phe ánh sáng. ""Không sợ hãi khi đối mặt với kẻ thù! Trung thành và ngay thẳng, sẵn sàng chiến đấu đến chết! Tại sao lại như vậy ư? Vì kẻ mạnh bảo vệ kẻ yếu là điều hiển nhiên!""  Câu chuyện kể về một con mèo độc mồm độc miệng đồng hành cùng một tên Lich nguyện hiến dâng linh hồn và thể xác cho phe ánh sáng.",//st.nettruyenup.com/data/comics/41/kho-cot-hiep-si-397.jpg,https://www.nettruyenup.com/truyen-tranh/kho-cot-hiep-si-60969
Yamada To Sensei,Chapter 10,"Thể loại:Manga, Psychological, Romance, School Life",Tình trạng:Đang tiến hành,Bình luận:155,Tác giả:Igarashi Ran,"Yamada, một nữ sinh trung học tốt bụng, vô tình gặp Takahashi, một giáo viên trung học trầm cảm đang nghỉ ngơi trong rừng. Lạc trong thế giới của riêng họ, Yamada giúp Takahashi vượt qua những vấn đề của mình với sự ấm áp...",//st.nettruyenup.com/data/comics/27/yamada-to-sensei.jpg,https://www.nettruyenup.com/truyen-tranh/yamada-to-sensei-78363
"Ohayou, Ibarahime",Chapter 25,"Thể loại:Drama, Manga, Psychological, Romance, Shoujo, Slice of Life, Supernatural",Tình trạng:Đang tiến hành,Bình luận:153,Tác giả:Megumi Morino,"Satoshi - Một học sinh cao trung 16 tuổi làm việc bán thời gian tại một căn biệt thự được bao quanh bởi những bụi hoa hồng. Một cô gái tên Shizu sống tại đó, xuất hiện với dáng vẻ thanh tú nhưng lại khá bừa bộn. Tuy nhiên, có một bí ẩn xoay quanh cô gái ấy: Là người con gái nào đã nhìn Satoshi với ánh mắt đầy lạnh lẽo và trống rỗng?",//st.nettruyenup.com/data/comics/78/ohayou-ibarahime.jpg,https://www.nettruyenup.com/truyen-tranh/ohayou-ibarahime-233740
Ta Không Muốn Trùng Sinh Đâu,Chapter 126,Tình trạng:Đang tiến hành,Bình luận:20K,Ngày cập nhật:5 giờ trước,Lượt xem:12M,"Thật sự không nghĩ tới, xã hội tinh anh, Minh tinh độc thân Trần Hán thăng thế mà trùng sinh, tỉnh lại sau giấc ngủ quay lại thành học sinh tốt nghiệp cấp ba. Ngã tư đường Trần Hán thăng cũng tại do dự, bảo tàng nữ hài Thẩm Ấu Sở cùng Bạch Nguyệt Tiêu, hắn sẽ lựa chọn ai?",//st.nettruyenup.com/data/comics/249/ta-khong-muon-trung-sinh-dau.jpg,https://www.nettruyenup.com/truyen-tranh/ta-khong-muon-trung-sinh-dau-65017
Cuộc Hôn Nhân Này Dù Sao Cũng Sẽ Tan Vỡ Mà Thôi,Chapter 38,"Thể loại:Chuyển Sinh, Manhwa, Ngôn Tình, Romance, Truyện Màu",Tình trạng:Đang tiến hành,Bình luận:1.160,Tác giả:Chokam - Kimchacha,"Khi Inés sáu tuổi để mắt đến người thừa kế đẹp trai của House Escalante, cô đã nhanh chóng biến cậu bé trở thành hôn phu của mình. Vì những người đàn ông quý tộc đều giống nhau, cô ấy nghĩ rằng cô ấy cũng có thể chọn một người đẹp. Nhưng Lord Cárcel vẫn chưa sẵn sàng cho loại cam kết này, và anh ấy đã dành ra một thập kỷ rưỡi tiếp theo để tránh hôn nhân bằng mọi giá! May mắn thay, điều đó không gây rắc rối cho Inés, vì cuộc hôn nhân thất bại này chính là điều cô ấy muốn. Trên thực tế, anh ấy có phước lành của cô ấy để gieo những tổ yến hoang dã của anh ấy miễn là anh ấy không kinh doanh của cô ấy. Thật không may, trở thành một tay chơi không thú vị bằng khi vị hôn thê của bạn cho phép bạn. Và điều này không có nghĩa là cô ấy cũng đang lừa dối anh ấy sao? Giờ đây, Cárcel quyết tâm thay đổi suy nghĩ của Inés về anh và chứng minh anh có thể là người chồng mà cô hằng mong ước.",//st.nettruyenup.com/data/comics/152/cuoc-hon-nhan-nay-du-sao-cung-se-tan-vo-3057.jpg,https://www.nettruyenup.com/truyen-tranh/cuoc-hon-nhan-nay-du-sao-cung-se-tan-vo-ma-thoi-64408
Anh Ấy Rất Hay Trêu Chọc Tôi,Chapter 54,Tình trạng:Đang tiến hành,Bình luận:5.547,Ngày cập nhật:4 giờ trước,Lượt xem:10M,"Ngày đầu tiên học bá chăm ngoan Tần Tình chuyển trường, ngoài ý muốn cuốn vào một trận đánh nhau đã được hẹn trước, Tần Tình dùng kế cứu học trưởng đang bị vây công, thật không ngờ học trưởng lại là Văn Dục Phong đại ca của trường người người nghe thấy đều phải khiếp sợ. Từ đó cuộc sống vườn trường bình yên của Tần Tình đã không thể trở lại…",//st.nettruyenup.com/data/comics/140/anh-ay-rat-hay-treu-choc-toi.jpg,https://www.nettruyenup.com/truyen-tranh/anh-ay-rat-hay-treu-choc-toi-344440
Bản Kiếm Tiên Tuyệt Không Làm Nô,Chapter 61,Tình trạng:Đang tiến hành,Bình luận:2.892,Ngày cập nhật:4 giờ trước,Lượt xem:4.689K,"Sở Nhiên- đẹp trai độc miệng “Bậc thầy xoa dịu trái tim tan vỡ của thiếu nữ” thường xuyên giúp nhóm mỹ nữ bị phụ tình xử lý tra nam, vì vậy nên bị đám tra nam dẫn theo đám con gái xấu xí trả thù. Vào thời khắc mấu chốt, hệ thống Kiếm Tiên xuất hiện, Sở Nhiên xuyên đến một thế giới nữ tôn tu tiên. Tiến vào Dao Sơn môn làm lô đỉnh bắt đầu cuộc đời tu tiên của mình. Bằng vào kiến thức khoa học của mình cùng với hệ thống cung cấp vũ khí hiện đại, Sở Nhiên ở thế giới nữ tôn nam ti bắt đầu cuộc phiêu lưu của riêng mình.",//st.nettruyenup.com/data/comics/8/ban-kiem-tien-tuyet-khong-lam-no.jpg,https://www.nettruyenup.com/truyen-tranh/ban-kiem-tien-tuyet-khong-lam-no-417360
Thám Tử Fuuto,Chapter 95,"Thể loại:Action, Adventure, Comedy, Ecchi, Manga, Romance, Supernatural, Tragedy, Trinh Thám",Tình trạng:Đang tiến hành,Bình luận:1.095,Tác giả:RIKU SANJO - MASAKI SATO,"Chắc là có không ít bạn đã xem siêu phẩm Tokusatsu - Kamen Rider W rồi nhỉ :)) Bộ manga này là những gì xảy ra sau đó :)) Hứa hẹn rằng sẽ có nhiều cuộc phá án ngoạn mục, những màn đánh nhau đã mắt, những tràng cười và cả những câu truyện lãng mạn :3 ... Của chàng thám tử ""tuy 2 mà 1""- Double :3",//st.nettruyenup.com/data/comics/149/tham-tu-fuuto.jpg,https://www.nettruyenup.com/truyen-tranh/tham-tu-fuuto-211410
Yami No Purple Eyes,Chapter 51,"Thể loại:Horror, Manga, Mystery, Psychological, Romance, Shoujo",Tình trạng:Đang tiến hành,Bình luận:30,Tác giả:Shinohara Chie,"Rinko bẩm sinh có một cái bớt kỳ lạ trên cánh tay trái. Nhưng khi cái bớt trở nên sẫm màu, nhiều vụ tai nạn kỳ lạ xảy ra xung quanh cô ấy, gây tổn thương đến những người cô ấy yêu thương. Thứ sức mạnh gì đang dần thức tỉnh bên trong Rinko? Mời các bạn đón đọc bộ truyện ""Mắt tím trong đêm"" của Tác giả Shinohara Chie!",//st.nettruyenup.com/data/comics/89/yami-no-purple-eyes.jpg,https://www.nettruyenup.com/truyen-tranh/yami-no-purple-eyes-8570
Kĩ Nguyên Của Anh Hùng,Chapter 125,Tình trạng:Đang tiến hành,Bình luận:1.626,Ngày cập nhật:5 giờ trước,Lượt xem:4.786K,,//st.nettruyenup.com/data/comics/73/ki-nguyen-cua-anh-hung.jpg,https://www.nettruyenup.com/truyen-tranh/ki-nguyen-cua-anh-hung-295130
Khánh Dư Niên,Chapter 14,Tác giả:Mộng tiên giới,Lượt xem:183K,Theo dõi:11K,Tình trạng:Đang tiến hành,"Thiếu niên Phạm Nhàn có thân thế thần bí, từ khi mới chào đời ở Đam Châu, trải qua đủ loại khảo nghiệm, rèn luyện của gia tộc, giang hồ, miếu đường, từng bước vạch trần chân tướng phức tạp của thế giới này...",//st.nettruyenup.com/data/comics/47/khanh-du-nien.jpg,https://www.nettruyenup.com/truyen-tranh/khanh-du-nien-77615
Xuyên Đến Cổ Đại Ta Được Muôn Ngàn Sủng Ái,Chapter 19,Tình trạng:Đang tiến hành,Bình luận:133,Ngày cập nhật:6 giờ trước,Lượt xem:335K,"Minh Chiêu là linh hồn xuyên không , bị mẹ kế đẩy xuống tháp, đập vào người Chu Thừa Di bị bệnh câm từ nhỏ, nhưng vì một cú đập này mà hắn có thể mở miệng nói chuyện, từ đó về sau hắn liền coi Minh Chiêu là phúc tinh. Chu Thừa Di giải cứu Minh Chiêu khỏi tay mẹ kế độc ác một đường hộ tống cô trở về bên cạnh cha mẹ ruột. Minh Chiêu tinh quái trở về nhà, Chu Thừa Di lại không cách nào buông tay. Hắn vì Minh Chiêu trả giá hết thảy, Minh Chiêu cũng không phụ kỳ vọng giúp hắn thống nhất giang sơn.",//st.nettruyenup.com/data/comics/178/xuyen-den-co-dai-ta-duoc-muon-ngan-sung-1049.jpg,https://www.nettruyenup.com/truyen-tranh/xuyen-den-co-dai-ta-duoc-muon-ngan-sung-ai-76978
Hành Trình Truy Thê Mệt Xỉu Của Hoắc Thiếu,Chapter 4,Tình trạng:Đang tiến hành,Bình luận:11,Ngày cập nhật:6 giờ trước,Lượt xem:24K,,//st.nettruyenup.com/data/comics/123/hanh-trinh-truy-the-met-xiu-cua-hoac-thi-6030.jpg,https://www.nettruyenup.com/truyen-tranh/hanh-trinh-truy-the-met-xiu-cua-hoac-thieu-79739
Người Bán Hoa Mạnh Nhất,Chapter 62,"Thể loại:Comedy, Manhwa, Truyện Màu",Tình trạng:Đang tiến hành,Bình luận:1.296,Tác giả:Kumtata,Có anh chàng trai thích đi bán hoa và có một trò chơi có thể làm bất cứ thứ gì mình muốn,//st.nettruyenup.com/data/comics/87/nguoi-ban-hoa-manh-nhat.jpg,https://www.nettruyenup.com/truyen-tranh/nguoi-ban-hoa-manh-nhat-290171
Player Thần Vực,Chapter 23,Tình trạng:Đang tiến hành,Bình luận:700,Ngày cập nhật:6 giờ trước,Lượt xem:548K,,//st.nettruyenup.com/data/comics/129/player-than-vuc.jpg,https://www.nettruyenup.com/truyen-tranh/player-than-vuc-65665
Ottoman: Ông Chồng Quốc Dân,Chapter 22,"Thể loại:Action, Comedy, Drama, Manga, Mature, Mystery, Romance, Shounen, Supernatural",Tình trạng:Đang tiến hành,Bình luận:677,Tác giả:Kanazawa Shinnosuke,"Soya là một nhân viên văn phòng, suốt ngày chỉ trải qua chuỗi ngày vô vị lặp đi lặp lại,làm con chó cụt đuôi cho sếp lớn , trong khi bản thân lại nuôi dưỡng ước mơ trở thành họa sĩ truyện tranh. Cho đến một ngày,anh bị xe tải đâm nát bét và bị một sinh vật ngoài hành tinh ký sinh vào cơ thể !? Hơn nữa,người vợ Yuka của anh còn bị lũ quái vật bắt nhốt với ý định ăn thịt...! Soya, với quyết tâm trở thành ""OTTOMAN"" đã chạy nhanh hết sức để có thể bảo vệ cho người vợ yêu dấu của mình!*Xuất bản trên tạp chí Weeky young jump bắt đầu từ 5/8",//st.nettruyenup.com/data/comics/134/ottoman-ong-chong-quoc-dan.jpg,https://www.nettruyenup.com/truyen-tranh/ottoman-ong-chong-quoc-dan-441660
Vạn Cổ Đệ Nhất Tế,Chapter 287,Tình trạng:Đang tiến hành,Bình luận:14K,Ngày cập nhật:8 giờ trước,Lượt xem:43M,,//st.nettruyenup.com/data/comics/86/van-co-de-nhat-te.jpg,https://www.nettruyenup.com/truyen-tranh/van-co-de-nhat-te-297820
Quán Trọ Phong Ba,Chapter 98,"Thể loại:Action, Manhwa, Truyện Màu",Lượt xem:4.224K,Theo dõi:37K,Tình trạng:Đang tiến hành,"Xích quỷ trên chiến trường, Jang Kirrin. Cậu ấy đã trải qua những ngày tháng trong những cuộc chiến tranh đẫm máu ở phía Bắc trong 13 năm qua. ""Sống 1 cuộc sống bình thường."" Đó là những lời cuối cùng mà giáo trưởng để lại cho tôi. ""Cách tốt nhất để sống 1 cách bình thường là trở thành 1 chủ quán trọ!"" Chàng trai trẻ tuổi nhất trong đơn vị của tôi đã cho tôi lời khuyên này. Tôi đã đến tận Hàng Châu chỉ vì tin vào lời khuyên của cậu ấy. Nhưng tại sao sống 1 ""Cuộc sống bình thường"" lại khó hơn chiến đấu trong 1 trận chiến chứ?",//st.nettruyenup.com/data/comics/132/quan-tro-phong-ba.jpg,https://www.nettruyenup.com/truyen-tranh/quan-tro-phong-ba-546600
Học Giả Trở Lại,Chapter 139,"Thể loại:Action, Comedy, Historical, Manhwa, Martial Arts, Truyện Màu",Lượt xem:6.679K,Theo dõi:50K,Tình trạng:Đang tiến hành,"Cử nhân Ma Hyun, sau khi mất tích trong 10 năm, anh đã trở lại xã hội với tư cách là một chủ nhân quyền lực! Trong khi là một giáo viên, anh ấy cũng đang cố gắng thanh trừng tổ chức xấu xa tên là Heukcheonbyeol. Và như vậy, cuộc sống của anh ấy với tư cách là người thầy mạnh nhất của Joongwon đã mở ra ngay bây giờ!",//st.nettruyenup.com/data/comics/212/hoc-gia-tro-lai.jpg,https://www.nettruyenup.com/truyen-tranh/hoc-gia-tro-lai-532040
Độc Cô Tử Linh Sư,Chapter 80,"Thể loại:Action, Fantasy, Manhwa, Shounen, Supernatural, Truyện Màu, Webtoon",Lượt xem:5.872K,Theo dõi:78K,Tình trạng:Đang tiến hành,"Thế giới đang bước đến bờ vực diệt vong. Các loài quái vật trong truyền thuyết xuất hiện ở khắp nơi. Chúng ăn thịt loài người, xâm chiếm mọi nẻo đường và xây dựng hầm ngục ở các toà nhà và đường ngầm. Bạn sẽ chọn chức nghiệp gì cho bản thân trong cái thế giới hỗn mang này? Đối với tôi, một tử linh pháp sư thì sự diệt vong là thế mạnh và cái chết chính là sự thăng hoa",//st.nettruyenup.com/data/comics/12/doc-co-tu-linh-su.jpg,https://www.nettruyenup.com/truyen-tranh/doc-co-tu-linh-su-486520
