titles,discripsion,lastest_Chap,condition,view,follow,link 
Yamada To Sensei,"Yamada, một nữ sinh trung học tốt bụng, vô tình gặp Takahashi, một giáo viên trung học trầm cảm đang nghỉ ngơi trong rừng. Lạc trong thế giới của riêng họ, Yamada giúp Takahashi vượt qua những vấn đề của mình với sự ấm áp...",Chapter 9,Tình trạng: Đang Cập Nhật,"Lượt xem: 31,966",Lượt theo dõi: 307,https://truyenqqhot.com/truyen-tranh/yamada-to-sensei-13657
Thám Tử Fuuto,,Chapter 94,Tình trạng: Đang Cập Nhật,"Lượt xem: 744,373","Lượt theo dõi: 1,618",https://truyenqqhot.com/truyen-tranh/tham-tu-fuuto-6658
Sống Trong Ngôi Nhà Cấp 4,"Tóm tắt nội dung: Ikuta Hiroto, 29 tuổi, là một thanh niên vô tư, không có tình yêu, không có công việc cố định, cũng chả có bất kỳ lo lắng gì về tương lai. Cậu được kế thừa một ngôi nhà cổ từ người bà vốn là hàng xóm; cũng là nơi người em họ 18 tuổi của cậu, Natsumi chuyển đến sống chung với cậu để...",Chapter 24,Tình trạng: Đang Cập Nhật,"Lượt xem: 38,075",Lượt theo dõi: 313,https://truyenqqhot.com/truyen-tranh/song-trong-ngoi-nha-cap-4-13174
Crappy Game Hunter Challenges God-Tier Game,"Hizutome Rakurou rất thích thể loại game rác. Thử thách tiếp theo của cậu là game thánh - Shangri-la Frontier với tổng số người chơi lên tới 30 triệu người. Tập hợp đồng đội trong một thế giới rộng lớn và gặp những kẻ thù cũ trên đường đi, cậu sẽ thay đổi số phận của mọi người chơi. Truyện được chuy...",Chapter 94,Tình trạng: Đang Cập Nhật,"Lượt xem: 807,369","Lượt theo dõi: 3,418",https://truyenqqhot.com/truyen-tranh/crappy-game-hunter-challenges-god-tier-game-10445
Ngạo Thị Thiên Địa,,Chapter 546,Tình trạng: Đang Cập Nhật,"Lượt xem: 11,802,316","Lượt theo dõi: 18,288",https://truyenqqhot.com/truyen-tranh/ngao-thi-thien-dia-7746
Ta Trời Sinh Đã Là Nhân Vật Phản Diện,"Cố Trường Ca xuyên không trở thành nhân vật phản diện, làm thiếu chủ một trường sinh thế gia, hắn phải đối mặt với đủ loại motip nhân vật chính: khí vận chi tử quật khởi; tiểu muội muội phiên bản tuổi nhỏ của Hoang Thiên đế có thâm thù...",Chapter 70,Tình trạng: Đang Cập Nhật,"Lượt xem: 2,744,453","Lượt theo dõi: 12,933",https://truyenqqhot.com/truyen-tranh/ta-troi-sinh-da-la-nhan-vat-phan-dien-11951
Mối Quan Hệ Không Hoàn Hảo,"Đội trưởng đội điều tra tội phạm, nóng tính - Tiền Thác và thần thám lạnh lùng với chỉ số IQ cao Đằng Thụy Vũ, hai người đã hợp tác cùng nhau và phá được vô số vụ án đáng kinh ngạc, liên quan tới những vụ án liên hoàn hai năm trước...",Chapter 150,Tình trạng: Đang Cập Nhật,"Lượt xem: 222,915",Lượt theo dõi: 615,https://truyenqqhot.com/truyen-tranh/moi-quan-he-khong-hoan-hao-9027
Tôi Dùng Búa Thần Giải Cứu Thế Giới,"Sau khi đánh bại chỉ huy của Quân đoàn thứ bảy của Quân đội Quỷ vương, 'Tí hon' sắp chết. Tuy nhiên, trong một tình huống tuyệt vọng khi không thể ngăn chặn được sự hủy diệt của loài người, người đồng đội cuối cùng còn sống sót, 'Sword Emperor', đã sử dụng sức mạnh của một vật gia truyền để đưa Tiny...",Chapter 16,Tình trạng: Đang Cập Nhật,"Lượt xem: 115,484","Lượt theo dõi: 1,498",https://truyenqqhot.com/truyen-tranh/toi-dung-bua-than-giai-cuu-the-gioi-13453
Học Viện Của Con Trai Quỷ Vương,,Chapter 23,Tình trạng: Đang Cập Nhật,"Lượt xem: 144,384","Lượt theo dõi: 1,326",https://truyenqqhot.com/truyen-tranh/hoc-vien-cua-con-trai-quy-vuong-13658
Kiếp Này Tôi Nhất Định Trở Thành Gia Chủ!,"Firentia trùng sinh thành đứa con ngoài giá thú của Lombardi, gia tộc danh giá nhất của đế quốc. Sau khi cha qua đời, cô bị họ hàng xua đuổi, gia tộc bị hủy hoại. Quá đau buồn và tức giận, Tia đã uống khá nhiều rượu và bị xe ngựa đâm trúng trên đường về. Mở mắt ra cô lại trùng sinh thêm một lần nữa ...",Chapter 104,Tình trạng: Đang Cập Nhật,"Lượt xem: 1,443,779","Lượt theo dõi: 8,291",https://truyenqqhot.com/truyen-tranh/kiep-nay-toi-nhat-dinh-tro-thanh-gia-chu-10964
Hotboy Quốc Dân Là Nữ,,Chapter 351,Tình trạng: Đang Cập Nhật,"Lượt xem: 4,660,313","Lượt theo dõi: 14,292",https://truyenqqhot.com/truyen-tranh/hotboy-quoc-dan-la-nu-8256
Sổ Tay Nuôi Dưỡng Rồng,"Rạng sáng, nữ chính đột ngột qua đời ở ga tàu điện ngầm do làm việc quá sức. “Nếu có chuyện luân hồi như vậy, xin hãy cho con ngậm thìa vàng vào sinh. Tôi muốn có quyền lực tối cao, và cả của cải vô số không thể phung phí ~ “Những lời cuối cùng vốn được coi là một trò đùa nửa thật này, bằng cách nào...",Chapter 64,Tình trạng: Đang Cập Nhật,"Lượt xem: 267,554","Lượt theo dõi: 1,679",https://truyenqqhot.com/truyen-tranh/so-tay-nuoi-duong-rong-12014
Bệnh Kiều Nam Chủ Lại Ghen Rồi,,Chapter 53,Tình trạng: Đang Cập Nhật,"Lượt xem: 437,869","Lượt theo dõi: 2,253",https://truyenqqhot.com/truyen-tranh/benh-kieu-nam-chu-lai-ghen-roi-12784
"Yêu Tôi Đi, Dù Sao Ngài Cũng Chỉ Là Nhân Vật Phụ","“Tôi muốn bày tỏ tấm lòng của mình”Tôi là người chìm đắm trong thứ tình yêu bình dị của nhân vật phụ phải đón nhận kết cục bi thảm.Thế nhưng… Như vậy không phải rất quá đáng sao? Dù sao tôi cũng xuyên không vô tiểu thuyết cơ mà?Không biết thánh thần hay chúa trời là ai, nhưng mà không phải độc giả h...",Chapter 76,Tình trạng: Đang Cập Nhật,"Lượt xem: 294,797","Lượt theo dõi: 2,254",https://truyenqqhot.com/truyen-tranh/yeu-toi-di-du-sao-ngai-cung-chi-la-nhan-vat-phu-11902
Kế Hoạch Trở Thành Chủ Nhân Của Một Gia Tộc Bị Suy Tàn,,Chapter 11,Tình trạng: Đang Cập Nhật,"Lượt xem: 17,791",Lượt theo dõi: 473,https://truyenqqhot.com/truyen-tranh/ke-hoach-tro-thanh-chu-nhan-cua-mot-gia-toc-bi-suy-tan-13543
"Khi Tôi Trở Về Quê Nhà, Bạn Thuở Nhỏ Của Tôi Đã Thay Đổi","Như tiêu đề, mong sẽ không có bad end",Chapter 24,Tình trạng: Đang Cập Nhật,"Lượt xem: 176,695",Lượt theo dõi: 823,https://truyenqqhot.com/truyen-tranh/khi-toi-tro-ve-que-nha-ban-thuo-nho-cua-toi-da-thay-doi-12444
Kẻ Nghiệp Dư,,Chapter 22.2,Tình trạng: Đang Cập Nhật,"Lượt xem: 11,785",Lượt theo dõi: 34,https://truyenqqhot.com/truyen-tranh/ke-nghiep-du-13775
Được Các Anh Trai Chiều Chuộng Tôi Trở Nên Ngang Tàng,"Sau khi Trọng Sinh , cô trở thành đáng thương và được các anh em ruột đưa vào viện tâm thần. Mang theo ký ức đau đớn của nguyên chủ kiếp trước, Bùi Doãn Ca bắt đầu phản sát vị thiên kim giả, và trí đấu với những kẻ ác nhân! Một đường ngược tra một đường sảng!! Nhưng mà cô đột nhiên phát hiện ra ba n...",Chapter 139,Tình trạng: Đang Cập Nhật,"Lượt xem: 1,267,372","Lượt theo dõi: 4,618",https://truyenqqhot.com/truyen-tranh/duoc-cac-anh-trai-chieu-chuong-toi-tro-nen-ngang-tang-12128
Sharehouse Nile,,Chapter 6,Tình trạng: Đang Cập Nhật,"Lượt xem: 32,477",Lượt theo dõi: 416,https://truyenqqhot.com/truyen-tranh/sharehouse-nile-12559
Jubunnoichi No Hanayome,"Mở đầu câu chuyện là một thanh niên bị lừa 20 triệu yên nên bị biến thành hikikomori và rất sợ gái sau đợt đó, không những thứ sau bao năm gặp lại cha của main và đòi tiền lại, nhưng bị ép buộc để trả nợ bằng cách 10 bé đó chọn ra 1 cưới vợ sinh con nối dõi sau này, không những thế được thừa kế bởi ...",Chapter 29.5,Tình trạng: Đang Cập Nhật,"Lượt xem: 211,865","Lượt theo dõi: 2,069",https://truyenqqhot.com/truyen-tranh/jubunnoichi-no-hanayome-6860
Tôi Bị Bọn Họ Tìm Đến Tận Cửa Sau Khi Tỏ Tình Hàng Loạt,"Hội trưởng hội học sinh Lâm Khinh Khinh sau khi nhận được tin nhắn tỏ tình hàng loạt của Hứa Phong, cô tức giận tìm đến tận cửa nhà cậu ta. Cuộc sống vốn bình thường, yên bình của cô đã hoàn toàn đảo lộn.",Chapter 29,Tình trạng: Đang Cập Nhật,"Lượt xem: 151,554","Lượt theo dõi: 1,361",https://truyenqqhot.com/truyen-tranh/toi-bi-bon-ho-tim-den-tan-cua-sau-khi-to-tinh-hang-loat-13372
Đầu Bếp Trẻ Nhất Tới Từ Khách Sạn Hạng Ba,"Kang Sunghoon, thành viên nhỏ tuổi nhất trong nhà bếp của khách sạn 4 sao tại Hàn Quốc; có khả năng đọc kí ức của các loại nguyên liệu khác nhau. Tuy nhiên, vì là người trẻ nhất, anh ấy vẫn không thể thoát khỏi công việc rửa bát nhàm chán...",Chapter 58,Tình trạng: Đang Cập Nhật,"Lượt xem: 634,528","Lượt theo dõi: 2,771",https://truyenqqhot.com/truyen-tranh/dau-bep-tre-nhat-toi-tu-khach-san-hang-ba-12345
Fantasy Bishoujo Juniku Ojisan To,Câu truyện hài lãng mãn của cặp đôi bạn thân. Một trung niên và một đã từng là trung niên,Chapter 106,Tình trạng: Đang Cập Nhật,"Lượt xem: 849,145","Lượt theo dõi: 4,376",https://truyenqqhot.com/truyen-tranh/fantasy-bishoujo-juniku-ojisan-to-8604
Coffee Wo Shizuka Ni,"Hatano Takaki là một cậu học sinh năm ba cao trung luôn muốn biết thế nào là cảm giác của một người trưởng thành thật sự. Một ngày nọ trong một quán cà phê, cậu gặp một cô gái mang nét buồn bí ẩn. Nhờ cuộc gặp mặt ấy, nhờ những tách cà phê mà cậu biết được hương vị đắng cay ngọt ngào của sự trưởng t...",Chapter 23,Tình trạng: Đang Cập Nhật,"Lượt xem: 122,620","Lượt theo dõi: 1,174",https://truyenqqhot.com/truyen-tranh/coffee-wo-shizuka-ni-10962
Lại Gặp Được Em,"Thời cấp 3 hai người vì hiểu nhầm mà bỏ lỡ nhau, sau khi tốt nghiệp đại học trở về trường cấp 3 cũ dạy học. 7 năm xa cách, nam chính lại không nhận ra cô là người con gái năm ấy!? Một cô giáo dạy thể dục mặt lạnh không hiểu tình đời, một thầy giáo dạy toán ôn nhu luôn mỉm cười nhưng xấu bụng, gặp nh...",Chapter 148.8,Tình trạng: Đang Cập Nhật,"Lượt xem: 1,936,473","Lượt theo dõi: 10,270",https://truyenqqhot.com/truyen-tranh/lai-gap-duoc-em-7952
Trở Thành Cô Vợ Khế Ước Của Nhân Vật Phản Diện,"Aria đã ngỏ lời về một cuộc hôn nhân theo hợp đồng với Đại Công tước Valentine – người đã bán linh hồn cho quỷ dữ. “Xin hãy cưới em.” Bàn tay nhỏ nhắn tựa lá phong, Aria lập lời thề cùng với bản hợp đồng. “Vì đây là một cuộc hôn nhân theo hợp đồng, nên chúng ta sẽ ly hôn sau 10 năm nữa…” Vị Công tướ...",Chapter 64,Tình trạng: Đang Cập Nhật,"Lượt xem: 836,584","Lượt theo dõi: 5,192",https://truyenqqhot.com/truyen-tranh/tro-thanh-co-vo-khe-uoc-cua-nhan-vat-phan-dien-12141
Tôi Vô Địch Sau Khi Xuống Núi,,Chapter 38,Tình trạng: Đang Cập Nhật,"Lượt xem: 514,116","Lượt theo dõi: 4,060",https://truyenqqhot.com/truyen-tranh/toi-vo-dich-sau-khi-xuong-nui-12667
Hôn Thê Cúc Cu,"Hai đứa trẻ khi sinh ra đã bị trao nhầm cha mẹ!? Một bên là học sinh giỏi gương mẫu được nuôi lớn bởi một gia đình TỪNG LÀM ĐẦU GẤU ở trường, còn một bên là bánh bèo ngốc nghếch sống trong GIA ĐÌNH GIÀU CÓ!? Cuộc gặp gỡ của hai người họ là một khởi đầu cho số phận dở khóc dở cười P/s: Đây là một tro...",Chapter 105,Tình trạng: Đang Cập Nhật,"Lượt xem: 2,024,558","Lượt theo dõi: 8,810",https://truyenqqhot.com/truyen-tranh/hon-the-cuc-cu-8667
Vì Hận Tái Sinh ~Người Phụ Nữ Vì Phục Thù Mà Từ Bỏ Gương Mặt Của Mình~,"Một cô gái với cuộc đời bị lấy đi tất cả mọi thứ do bị bắt nạt, vu oan đã tái sinh thành một người khác và cô quyết định trả thù tất cả những ai đã góp phần đẩy cuộc đời mình vào bước đường cùng! Ichimura Hana, một cô gái sinh ra và lớn lên ở Karafuto, bị bắt nạt dã man tại một trường nữ sinh vì ngo...",Chapter 6,Tình trạng: Đang Cập Nhật,"Lượt xem: 8,075",Lượt theo dõi: 71,https://truyenqqhot.com/truyen-tranh/vi-han-tai-sinh-nguoi-phu-nu-vi-phuc-thu-ma-tu-bo-guong-mat-cua-minh-13738
Tình Yêu Của Chieri Cao Tới Tận 8 Mét,Cô bạn thân thở nhỏ chuyển trường tới với chiều cao... 8 mét!? Rom-com đuôi chuột ngoáy lọ mỡ (･ω･),Chapter 15,Tình trạng: Đang Cập Nhật,"Lượt xem: 64,647",Lượt theo dõi: 496,https://truyenqqhot.com/truyen-tranh/tinh-yeu-cua-chieri-cao-toi-tan-8-met-13285
Sau Khi Bị Ốc Sên Truy Sát,"Ông trời nói với tôi rằng, ta có thể cho ngươi sự giàu có mãi mãi, nhưng cái giá phải trả là, ngươi mãi mãi bị một con ốc sên truy sát. ""Haha, chỉ là một con ốc sên thôi mà? Thích thì đến đi... Đm!!! tại sao lại là con ốc sên yandere chứ?!!! Cô ta lại đến rồi!!! Cứu tôi vớiiiiii!""",Chapter 20,Tình trạng: Đang Cập Nhật,"Lượt xem: 186,332","Lượt theo dõi: 1,912",https://truyenqqhot.com/truyen-tranh/sau-khi-bi-oc-sen-truy-sat-13325
Bạn Gái Hung Ác Của Siêu Anh Hùng,"Hắn ta là một phế vật, nhưng không may gặp phải bạn gái là...",Chapter 20,Tình trạng: Đang Cập Nhật,"Lượt xem: 140,420","Lượt theo dõi: 1,434",https://truyenqqhot.com/truyen-tranh/ban-gai-hung-ac-cua-sieu-anh-hung-8232
Phong Khởi Thương Lam,"Tình hình là nàng ghiền game. Một hôm vô tình bị lạc vào thế giới Game, và đã gặp được chàng, cuộc sống ảo đen xen đời thực. Đâu là thực đâu là giả, thôi thì cứ yêu thôi … Một câu chuyện vừa hài hước vừa lãng mạn.  Chỉ biết nhiêu đó thôi. Xem típ thì biết nhé!!!",Chapter 603,Tình trạng: Đang Cập Nhật,"Lượt xem: 3,570,381","Lượt theo dõi: 9,954",https://truyenqqhot.com/truyen-tranh/phong-khoi-thuong-lam-440
Con Trai Út Của Gia Đình Kiếm Thuật Danh Tiếng,"Jin Runcandel chính là con trai út, cũng như là nỗi hổ thẹn lớn nhất của dòng tộc Runcandel, dòng tộc kiếm sĩ lừng danh nhất xứ sở... Kết quả là, hắn đã bị dòng tộc trục xuất, cuộc đời cũng từ đó đi vào ngõ cụt. Và rồi, hắn đã được ban cho một ân huệ. ""Nhà ngươi sẽ dùng sức mạnh này để làm gì?"" ""Đươ...",Chapter 60,Tình trạng: Đang Cập Nhật,"Lượt xem: 2,214,138","Lượt theo dõi: 10,617",https://truyenqqhot.com/truyen-tranh/con-trai-ut-cua-gia-dinh-kiem-thuat-danh-tieng-12310
Anh Hùng Trở Về,"[Từ tác giả của Thăng cấp cùng thần và Studio vẽ Cốt binh trở lại] Đệ nhất anh hùng của nhân loại, Kim Sung In.  Anh ấy bỏ mặc mọi thứ để quyết tâm lên đường chiến đấu  nhưng… Anh ấy vẫn không thể ngăn chặn sự hủy diệt của thế giới. Tuy nhiên câu truyện huyền thoại của anh ấy chỉ mới bắt đầu khi anh...",Chapter 50,Tình trạng: Đang Cập Nhật,"Lượt xem: 1,001,812","Lượt theo dõi: 5,497",https://truyenqqhot.com/truyen-tranh/anh-hung-tro-ve-12203
Tồn Tại Vĩnh Hằng,"Một ngày nọ, nó là một đàn kiến, và một ngày nó là một con khủng long. Kiếp cuối cùng của một chúng sinh đã trải qua các kiếp khác nhau qua hàng vạn kiếp luân hồi. Anh ta được sinh ra như một con người với tất cả sức mạnh của các kiếp trước mà anh ta từng trải qua. Tại sao bạn có khả năng này? Izin ...",Chapter 32,Tình trạng: Đang Cập Nhật,"Lượt xem: 472,345","Lượt theo dõi: 3,783",https://truyenqqhot.com/truyen-tranh/ton-tai-vinh-hang-12838
Chơi Game Cứu Nhân Loại,,Chapter 5,Tình trạng: Đang Cập Nhật,"Lượt xem: 10,459",Lượt theo dõi: 282,https://truyenqqhot.com/truyen-tranh/choi-game-cuu-nhan-loai-13725
Mật Mã Mê Cung,,Chapter 58,Tình trạng: Đang Cập Nhật,"Lượt xem: 353,859","Lượt theo dõi: 1,818",https://truyenqqhot.com/truyen-tranh/mat-ma-me-cung-12737
